jamb_score,study_hours_per_week,attendance_rate,teacher_quality,distance_to_school,school_type,school_location,extra_tutorials,access_to_learning_materials,parent_involvement,it_knowledge,age,gender,socioeconomic_status,parent_education_level,assignments_completed
292,14,89,4,14.9,Private,Urban,No,No,High,High,17,Male,Medium,Tertiary,1
115,7,90,5,20.0,Public,Urban,No,No,Medium,Low,15,Male,Medium,Tertiary,1
118,4,81,2,1.0,Private,Urban,No,No,Low,Low,19,Male,High,Primary,1
124,23,77,3,16.8,Public,Rural,Yes,Yes,Medium,Low,20,Female,Low,Unknown,1
172,19,82,3,7.3,Public,Urban,Yes,No,Medium,High,15,Male,High,Secondary,2
118,15,64,1,2.9,Public,Urban,Yes,Yes,Medium,Medium,18,Male,Low,Primary,1
215,13,85,3,8.8,Private,Urban,Yes,Yes,High,High,15,Female,High,Secondary,1
217,20,94,3,12.6,Public,Urban,Yes,No,Low,Low,20,Female,Medium,Primary,2
144,10,86,2,17.6,Public,Rural,Yes,No,Medium,Medium,18,Female,Medium,Secondary,1
169,23,98,2,17.4,Public,Rural,Yes,Yes,Medium,Low,19,Male,High,Primary,1
147,8,80,3,8.4,Public,Rural,No,Yes,High,High,20,Male,Low,Secondary,1
230,36,92,2,2.0,Public,Urban,No,No,Low,Medium,16,Male,High,Secondary,3
229,9,95,5,11.4,Private,Urban,Yes,Yes,High,Medium,15,Female,High,Tertiary,1
117,8,100,2,13.4,Public,Urban,No,Yes,Low,Low,19,Female,Medium,Unknown,1
208,38,88,2,6.1,Public,Urban,Yes,Yes,Low,Medium,16,Male,Medium,Tertiary,5
103,10,70,2,14.3,Private,Rural,No,No,Low,Medium,22,Female,Low,Secondary,1
108,2,88,2,9.3,Public,Rural,Yes,Yes,Low,Medium,18,Male,Low,Tertiary,1
125,17,99,4,10.3,Public,Urban,No,Yes,High,Medium,18,Female,Medium,Primary,1
115,10,78,1,12.7,Public,Rural,Yes,Yes,Low,Medium,16,Male,Low,Primary,1
151,10,91,2,10.3,Public,Urban,No,No,Low,Medium,20,Female,Low,Secondary,2
104,4,92,2,1.7,Public,Urban,Yes,No,Low,High,22,Male,Low,Primary,1
117,40,90,3,7.5,Public,Rural,Yes,Yes,Low,Low,20,Male,Medium,Tertiary,2
192,19,87,2,4.2,Private,Rural,No,Yes,Low,Low,19,Male,Medium,Tertiary,1
141,0,76,1,15.0,Public,Rural,No,No,High,Medium,21,Female,Medium,Secondary,1
160,32,83,2,4.5,Private,Rural,No,Yes,Medium,Low,16,Female,Low,Secondary,4
107,20,84,2,7.4,Public,Urban,Yes,Yes,Medium,Low,15,Female,Low,Primary,1
162,12,92,2,17.8,Public,Urban,No,No,Medium,Low,22,Female,Medium,Secondary,1
208,14,90,2,6.9,Public,Urban,Yes,Yes,Medium,Medium,22,Female,High,Tertiary,1
210,29,83,4,12.2,Public,Urban,No,Yes,High,Medium,16,Male,Low,Unknown,1
241,23,94,3,17.2,Public,Urban,No,Yes,High,Medium,17,Male,Medium,Tertiary,2
112,0,89,1,10.0,Public,Urban,Yes,No,Low,High,15,Female,Medium,Tertiary,1
173,36,88,2,7.2,Private,Urban,No,No,High,Medium,19,Female,High,Tertiary,3
172,15,76,3,9.2,Private,Rural,Yes,Yes,Medium,High,22,Male,Medium,Secondary,1
101,27,78,1,11.3,Public,Urban,No,Yes,Low,Low,21,Female,Low,Unknown,3
159,30,92,4,11.8,Private,Urban,Yes,No,Medium,Low,22,Female,High,Tertiary,3
239,16,75,4,0.0,Private,Urban,Yes,Yes,Low,Low,21,Female,Medium,Secondary,1
184,30,65,4,15.9,Public,Urban,Yes,No,Medium,High,15,Female,Medium,Secondary,3
177,14,99,3,5.5,Public,Urban,No,No,High,Medium,18,Male,Low,Tertiary,3
168,2,89,1,10.0,Private,Rural,No,No,Low,Low,18,Female,High,Secondary,1
188,17,91,4,14.2,Public,Urban,Yes,Yes,Low,Medium,18,Male,Low,Tertiary,1
219,27,77,2,9.7,Private,Urban,No,Yes,High,Low,21,Male,High,Secondary,3
180,16,92,2,17.0,Public,Urban,No,No,Medium,Medium,15,Female,High,Primary,2
224,21,90,3,12.5,Public,Rural,Yes,Yes,Low,Low,21,Female,Low,Primary,5
191,31,70,4,10.0,Public,Urban,No,No,High,Low,18,Female,Low,Secondary,2
205,23,100,4,17.6,Private,Urban,Yes,No,High,Low,20,Male,High,Tertiary,3
198,14,87,3,7.1,Public,Urban,Yes,No,Low,Low,20,Male,Low,Tertiary,1
183,27,81,2,14.8,Public,Rural,No,Yes,Low,Medium,19,Female,High,Secondary,3
182,22,81,2,17.3,Public,Urban,Yes,No,High,Medium,19,Male,Low,Primary,1
159,0,64,3,15.7,Public,Rural,Yes,Yes,Low,Low,15,Male,Medium,Primary,1
246,29,94,3,0.0,Public,Urban,No,No,Medium,Medium,16,Female,Low,Primary,2
187,24,88,3,20.0,Public,Rural,No,No,Low,Low,16,Male,High,Tertiary,1
114,15,79,3,8.4,Public,Urban,No,Yes,Medium,Medium,22,Male,Low,Unknown,1
154,26,95,3,14.0,Public,Urban,Yes,Yes,Low,Low,19,Female,Medium,Primary,1
113,8,67,1,12.4,Public,Rural,No,No,Medium,Low,21,Male,Low,Unknown,1
237,28,83,3,6.2,Public,Rural,No,Yes,Low,Low,15,Male,Medium,Tertiary,2
129,2,73,2,7.6,Public,Rural,No,No,Low,Medium,19,Female,Medium,Tertiary,1
188,24,83,3,13.3,Public,Urban,Yes,Yes,Low,High,18,Male,Low,Unknown,2
150,35,83,2,17.2,Public,Urban,No,Yes,Low,Low,18,Female,Medium,Secondary,3
227,15,92,2,6.2,Public,Urban,Yes,No,High,Low,19,Male,Low,Unknown,1
182,13,82,3,7.1,Public,Urban,Yes,Yes,High,Low,18,Male,Medium,Tertiary,1
162,12,75,2,11.6,Public,Urban,Yes,Yes,Medium,Medium,17,Female,Medium,Secondary,1
106,15,96,3,8.5,Public,Urban,No,No,Medium,Low,20,Female,Low,Secondary,1
133,7,100,2,12.7,Public,Urban,No,No,Low,Low,17,Male,Low,Unknown,1
205,26,88,4,13.9,Public,Rural,Yes,Yes,Low,High,20,Male,Low,Unknown,2
186,28,78,4,9.8,Private,Urban,Yes,Yes,Low,Low,22,Female,Medium,Tertiary,1
124,20,95,2,7.9,Public,Rural,Yes,Yes,Medium,Medium,20,Female,High,Tertiary,1
245,9,75,3,7.6,Public,Urban,Yes,Yes,Low,Low,17,Female,Medium,Primary,1
125,25,78,3,7.9,Public,Rural,No,Yes,High,Low,16,Male,High,Tertiary,1
233,33,81,3,13.2,Private,Rural,Yes,Yes,High,High,21,Male,Low,Secondary,3
210,30,76,3,1.5,Public,Rural,Yes,No,High,Medium,16,Female,Low,Primary,1
177,23,82,3,11.7,Public,Urban,Yes,Yes,Medium,Low,22,Male,Low,Unknown,1
147,19,74,4,10.9,Public,Rural,Yes,Yes,Medium,Low,15,Male,High,Secondary,1
155,27,83,1,16.9,Public,Urban,Yes,Yes,Low,Low,16,Female,High,Tertiary,2
207,40,87,2,10.6,Public,Rural,Yes,No,Medium,Low,21,Female,Medium,Primary,3
195,13,80,2,7.0,Public,Rural,Yes,No,High,High,22,Male,Medium,Tertiary,2
170,29,81,1,6.1,Public,Rural,Yes,No,Low,Medium,20,Male,Medium,Tertiary,2
200,21,84,3,1.7,Private,Rural,No,Yes,Low,High,22,Male,High,Unknown,5
171,18,92,3,7.4,Public,Rural,Yes,No,Low,Low,19,Female,Low,Unknown,1
167,5,82,2,8.6,Public,Rural,Yes,Yes,High,Medium,21,Male,Medium,Secondary,1
102,11,88,2,13.0,Public,Rural,Yes,Yes,Low,Low,15,Female,Low,Secondary,2
239,16,94,4,12.7,Public,Rural,Yes,Yes,High,High,22,Female,Low,Secondary,1
100,9,85,2,5.8,Public,Rural,Yes,No,Low,Low,15,Female,Medium,Tertiary,1
170,9,97,3,5.2,Public,Urban,Yes,Yes,High,Medium,22,Female,Medium,Primary,1
140,13,72,3,15.9,Private,Rural,No,Yes,Medium,Low,19,Female,Medium,Tertiary,1
141,13,78,2,6.6,Private,Rural,Yes,No,Low,Medium,17,Female,Low,Primary,3
149,18,99,4,6.9,Public,Rural,No,Yes,Medium,Medium,16,Male,Medium,Secondary,2
136,2,79,2,16.1,Private,Urban,Yes,No,High,Medium,15,Female,Medium,Primary,1
180,7,58,4,7.2,Public,Rural,Yes,Yes,Medium,Low,17,Male,Medium,Secondary,1
104,17,78,1,16.1,Public,Urban,No,No,Medium,Medium,20,Female,Low,Secondary,1
102,6,81,3,20.0,Public,Urban,Yes,No,Low,Low,18,Male,Low,Unknown,2
161,28,59,2,10.9,Public,Rural,No,Yes,High,Low,20,Female,High,Primary,1
113,17,93,3,9.3,Public,Rural,Yes,No,Low,Medium,22,Male,Medium,Tertiary,2
160,24,77,2,10.7,Public,Rural,No,Yes,Low,High,17,Male,Medium,Unknown,2
116,28,84,2,0.0,Private,Rural,No,No,Low,High,17,Male,Medium,Unknown,3
122,12,79,2,8.6,Public,Rural,Yes,Yes,Low,Low,20,Male,Low,Primary,2
177,15,72,3,9.2,Public,Urban,Yes,Yes,Medium,High,16,Male,High,Tertiary,1
178,28,74,2,7.7,Public,Urban,Yes,Yes,Medium,High,18,Female,Medium,Secondary,3
114,19,72,4,12.9,Public,Rural,No,Yes,Medium,Low,15,Male,Medium,Unknown,1
107,12,90,1,6.0,Public,Rural,No,Yes,Low,Medium,20,Male,Low,Secondary,3
161,31,82,1,8.3,Public,Urban,Yes,Yes,Low,High,19,Female,High,Tertiary,2
197,20,81,4,8.1,Public,Rural,No,Yes,High,Medium,22,Male,Low,Primary,1
195,22,77,2,13.0,Public,Rural,No,Yes,High,Medium,15,Female,Low,Unknown,1
193,21,97,3,17.8,Public,Urban,Yes,No,Low,Medium,16,Female,Low,Unknown,2
112,6,94,2,13.2,Private,Rural,Yes,Yes,Medium,Low,21,Male,Low,Primary,2
161,19,95,1,8.7,Public,Urban,No,No,Low,Low,20,Female,Medium,Secondary,1
213,35,91,3,11.8,Private,Rural,Yes,No,High,High,15,Female,Low,Unknown,2
197,26,88,4,8.2,Public,Urban,Yes,Yes,High,Low,16,Male,Low,Primary,3
206,23,75,4,10.8,Public,Urban,No,Yes,Low,High,16,Female,Medium,Primary,2
130,14,79,2,8.3,Public,Rural,Yes,No,Medium,Low,21,Male,Medium,Secondary,1
224,27,81,4,14.4,Public,Rural,Yes,Yes,Medium,Medium,15,Male,Medium,Tertiary,2
207,29,69,2,8.6,Public,Rural,No,Yes,Low,Medium,19,Male,Low,Unknown,1
101,19,90,2,14.1,Public,Urban,Yes,Yes,Medium,Medium,19,Female,Low,Primary,1
213,20,80,3,17.4,Public,Urban,Yes,Yes,Medium,High,15,Female,High,Secondary,1
193,24,97,2,10.6,Public,Rural,No,No,High,High,21,Male,Medium,Primary,1
184,25,93,2,2.0,Public,Urban,Yes,Yes,Medium,Medium,18,Male,High,Secondary,2
121,6,86,1,18.0,Public,Urban,No,No,High,Low,22,Female,Low,Unknown,1
215,25,93,1,8.9,Private,Urban,No,Yes,Medium,Medium,17,Male,Medium,Secondary,1
142,0,76,3,6.3,Public,Rural,No,Yes,Medium,Low,19,Male,Medium,Tertiary,1
157,23,100,3,0.0,Public,Urban,Yes,Yes,Medium,Low,16,Female,Low,Secondary,2
253,32,90,4,11.7,Private,Urban,No,Yes,Medium,Medium,19,Female,Medium,Tertiary,3
197,28,89,2,13.0,Private,Urban,No,Yes,Medium,Low,22,Male,Medium,Primary,1
180,16,79,2,15.9,Public,Rural,No,Yes,High,Low,20,Male,Medium,Primary,1
168,22,75,2,4.2,Public,Rural,Yes,Yes,Low,Low,18,Male,Low,Unknown,3
215,36,91,4,14.0,Public,Urban,Yes,Yes,High,Medium,15,Male,Low,Secondary,4
136,29,84,2,12.3,Public,Urban,No,No,Medium,Low,18,Male,Low,Secondary,2
204,22,79,3,19.1,Public,Rural,Yes,Yes,High,Low,17,Male,High,Secondary,1
165,20,70,1,5.6,Public,Urban,Yes,Yes,High,Medium,21,Female,Medium,Secondary,3
367,40,84,4,2.0,Public,Urban,Yes,Yes,Medium,Medium,19,Female,Medium,Secondary,5
233,11,99,3,5.0,Private,Rural,Yes,Yes,Low,Low,20,Female,Low,Tertiary,1
237,22,82,4,17.5,Public,Rural,No,No,High,Medium,16,Male,High,Tertiary,2
196,34,82,3,6.6,Public,Rural,Yes,Yes,High,Medium,20,Female,Medium,Unknown,2
164,28,97,4,18.6,Private,Urban,No,Yes,Low,High,21,Female,High,Primary,2
200,25,75,1,9.4,Public,Rural,Yes,Yes,Low,Low,16,Female,Low,Tertiary,2
203,8,79,3,8.6,Public,Rural,Yes,Yes,Low,Medium,22,Male,Medium,Unknown,1
226,23,80,3,7.8,Public,Urban,Yes,Yes,Medium,Medium,18,Male,Medium,Secondary,1
131,11,97,3,7.7,Private,Rural,No,Yes,High,Low,20,Male,Low,Unknown,1
154,21,100,2,10.2,Public,Urban,Yes,Yes,Low,Medium,20,Male,Low,Primary,3
255,19,96,5,19.1,Public,Urban,Yes,Yes,High,Medium,21,Male,Medium,Primary,2
233,15,95,3,6.6,Private,Rural,No,Yes,High,Medium,15,Male,Medium,Unknown,2
241,6,83,2,8.8,Public,Rural,No,No,High,High,21,Female,Low,Unknown,1
248,37,100,3,13.8,Private,Urban,No,Yes,Low,High,17,Female,High,Tertiary,3
117,11,83,2,18.6,Private,Urban,No,No,Medium,Low,15,Male,Low,Primary,1
142,18,90,5,2.5,Public,Urban,No,Yes,High,Low,22,Female,Low,Secondary,1
141,17,81,3,4.0,Public,Urban,Yes,No,Low,Medium,19,Male,Low,Unknown,2
117,5,78,2,7.0,Private,Urban,Yes,Yes,Low,Low,20,Male,Low,Unknown,1
129,4,97,2,13.9,Public,Rural,Yes,Yes,High,High,18,Female,Low,Primary,1
157,9,88,3,20.0,Public,Urban,No,No,Medium,High,18,Female,High,Tertiary,1
256,20,100,4,5.2,Public,Rural,No,Yes,Medium,Low,16,Male,High,Secondary,2
106,17,82,1,8.8,Public,Rural,Yes,No,High,Medium,19,Male,Low,Unknown,2
185,13,77,3,11.8,Public,Rural,Yes,No,High,Medium,16,Female,Medium,Primary,1
167,35,78,2,4.3,Public,Urban,Yes,Yes,Medium,Medium,22,Male,Medium,Secondary,3
151,27,84,1,5.9,Public,Urban,No,Yes,Medium,Low,15,Male,Medium,Secondary,2
128,23,75,3,9.6,Public,Rural,Yes,No,Low,Low,18,Male,High,Tertiary,4
177,19,74,5,9.8,Public,Rural,No,Yes,Low,Medium,18,Female,Medium,Tertiary,1
146,31,94,3,10.0,Public,Rural,No,Yes,Medium,Medium,20,Male,Medium,Unknown,3
150,16,78,3,6.8,Private,Rural,Yes,No,Low,High,17,Male,Medium,Primary,1
205,22,88,4,14.0,Private,Urban,Yes,Yes,High,Medium,20,Female,High,Secondary,2
187,22,88,2,7.7,Public,Urban,No,Yes,Low,Medium,22,Female,Medium,Tertiary,3
207,29,81,1,14.3,Public,Urban,Yes,No,Medium,High,15,Female,High,Tertiary,3
123,21,95,3,3.7,Public,Urban,Yes,Yes,Medium,Low,19,Male,Medium,Tertiary,2
170,15,73,2,7.3,Public,Urban,Yes,Yes,Medium,Low,17,Female,Medium,Primary,1
234,20,91,2,12.9,Public,Rural,No,Yes,Medium,Medium,20,Female,Medium,Tertiary,2
192,27,88,3,9.4,Private,Urban,No,Yes,Medium,Low,18,Female,Medium,Secondary,3
183,27,84,3,14.3,Public,Urban,Yes,Yes,High,High,19,Female,Low,Secondary,2
140,13,70,2,2.7,Public,Urban,Yes,No,Low,Medium,16,Female,Low,Secondary,1
164,4,92,2,1.8,Public,Urban,No,Yes,Medium,Low,15,Male,High,Secondary,1
117,13,88,2,7.0,Public,Urban,No,Yes,High,Low,22,Female,Medium,Tertiary,1
116,20,74,2,2.7,Public,Rural,No,Yes,Low,Medium,16,Male,High,Tertiary,1
186,37,92,1,9.1,Public,Rural,No,Yes,High,Medium,18,Male,Low,Primary,2
245,15,92,3,5.3,Public,Urban,Yes,Yes,High,Medium,17,Female,Medium,Primary,2
166,15,72,1,3.8,Public,Urban,No,No,Medium,Medium,22,Male,Medium,Primary,3
118,11,73,3,10.6,Public,Urban,Yes,Yes,Low,Low,22,Female,Low,Secondary,2
197,34,97,1,9.4,Public,Rural,No,Yes,High,Low,16,Male,Low,Primary,2
100,13,83,3,6.0,Public,Urban,No,No,Low,Medium,18,Male,Medium,Secondary,1
192,13,80,2,6.5,Public,Urban,Yes,Yes,Medium,Low,22,Male,Medium,Secondary,1
200,27,78,2,13.6,Public,Urban,Yes,Yes,High,High,16,Female,Medium,Tertiary,2
190,17,80,3,20.0,Public,Urban,Yes,Yes,High,Low,15,Male,Low,Secondary,2
115,4,76,1,11.5,Public,Rural,Yes,Yes,Low,Medium,16,Male,Medium,Primary,1
239,17,80,3,20.0,Public,Urban,No,No,Low,Low,15,Male,Medium,Primary,1
227,40,71,2,14.5,Private,Urban,Yes,Yes,High,Low,15,Female,Low,Unknown,3
173,23,95,2,14.5,Private,Urban,No,Yes,Medium,High,20,Male,Low,Unknown,2
116,16,90,3,13.5,Public,Rural,Yes,No,Low,Medium,19,Male,Medium,Secondary,1
122,13,69,1,6.4,Public,Rural,Yes,Yes,Low,Low,17,Male,Medium,Secondary,1
152,20,84,1,4.9,Private,Urban,No,Yes,Medium,Low,16,Male,Low,Tertiary,2
214,25,78,3,7.0,Public,Urban,Yes,Yes,Medium,Low,21,Male,Medium,Unknown,2
167,22,81,2,6.8,Public,Urban,Yes,No,High,Medium,20,Male,Medium,Primary,2
115,16,77,2,7.3,Public,Rural,Yes,No,Low,Medium,18,Female,High,Primary,1
218,31,83,3,20.0,Public,Urban,No,Yes,High,Low,19,Female,High,Secondary,2
149,18,100,2,10.2,Public,Rural,Yes,Yes,High,Low,21,Female,Medium,Secondary,1
111,5,76,3,19.9,Private,Urban,Yes,Yes,Low,Medium,17,Female,Low,Secondary,1
131,10,74,2,7.8,Public,Rural,Yes,Yes,Low,Medium,22,Male,Medium,Secondary,2
100,0,72,1,20.0,Private,Rural,No,Yes,High,Low,19,Male,Low,Unknown,1
205,40,96,1,10.6,Public,Urban,No,Yes,Low,Medium,16,Female,Low,Tertiary,4
105,22,64,4,7.9,Public,Rural,No,Yes,Medium,High,20,Male,Medium,Primary,2
122,8,74,2,16.3,Public,Urban,Yes,Yes,Medium,Medium,16,Male,Low,Secondary,1
176,17,98,3,5.0,Private,Rural,No,Yes,High,Low,16,Male,Low,Unknown,3
143,11,85,2,7.7,Public,Urban,Yes,Yes,Medium,Low,17,Male,Medium,Tertiary,1
196,35,87,3,7.8,Public,Urban,No,No,Medium,High,19,Male,Low,Unknown,3
294,17,100,3,5.1,Private,Urban,Yes,Yes,High,Medium,22,Male,High,Tertiary,2
190,22,88,5,11.7,Public,Rural,No,No,High,Medium,18,Male,High,Secondary,2
160,17,77,3,9.4,Public,Rural,No,Yes,Medium,Low,22,Male,Medium,Secondary,1
196,29,83,2,9.7,Public,Rural,Yes,Yes,Medium,High,19,Male,Low,Primary,1
137,16,71,1,10.5,Public,Urban,Yes,Yes,High,Medium,17,Female,Medium,Secondary,1
177,4,96,4,13.4,Private,Urban,Yes,No,High,Low,15,Female,Medium,Primary,1
134,14,87,2,16.8,Public,Urban,No,No,Low,Low,15,Male,Medium,Primary,2
186,12,96,3,11.6,Public,Urban,No,No,Medium,Low,15,Male,Medium,Primary,1
196,22,97,3,11.8,Public,Urban,Yes,Yes,Low,High,18,Female,Low,Secondary,1
122,28,77,2,14.3,Public,Rural,Yes,Yes,Medium,Medium,17,Female,Low,Unknown,1
157,2,74,3,5.8,Public,Rural,Yes,Yes,High,Medium,17,Female,Medium,Secondary,1
181,13,84,2,15.9,Public,Urban,No,Yes,Low,Medium,15,Female,Medium,Secondary,1
100,8,71,1,11.7,Private,Rural,Yes,No,Low,Medium,17,Female,Low,Unknown,1
151,14,84,3,4.3,Private,Urban,No,Yes,Medium,Low,17,Male,Medium,Secondary,2
109,21,91,2,6.0,Public,Rural,No,Yes,Medium,Low,21,Female,Medium,Secondary,1
233,23,86,3,3.1,Public,Rural,No,No,High,Low,16,Female,Medium,Primary,2
120,19,82,3,13.6,Public,Urban,No,Yes,Low,Low,18,Female,Medium,Tertiary,1
180,14,84,3,5.9,Public,Urban,No,Yes,Low,High,17,Male,Low,Secondary,2
162,21,91,1,15.6,Public,Urban,No,No,Medium,Low,22,Male,Medium,Secondary,3
150,25,76,2,11.7,Public,Urban,Yes,Yes,Medium,Medium,20,Female,Medium,Unknown,2
155,11,62,2,11.1,Public,Rural,Yes,Yes,Medium,High,15,Male,Low,Unknown,2
131,23,86,1,13.4,Public,Rural,Yes,No,Medium,Low,19,Male,Medium,Secondary,1
126,16,91,3,12.4,Private,Urban,No,Yes,Medium,Medium,19,Female,Medium,Unknown,1
163,28,88,4,12.6,Public,Urban,No,Yes,Medium,Low,18,Female,Medium,Secondary,4
157,16,77,4,15.2,Public,Rural,Yes,Yes,High,Low,17,Female,Low,Unknown,1
235,28,77,3,4.9,Public,Urban,No,Yes,High,Medium,16,Male,Medium,Tertiary,2
112,14,85,2,11.6,Public,Urban,No,No,Low,Low,17,Female,Low,Unknown,3
186,20,86,3,8.8,Private,Rural,Yes,Yes,Medium,Low,22,Male,Low,Primary,1
162,21,82,3,9.3,Public,Urban,Yes,Yes,Medium,Medium,15,Male,Low,Unknown,2
174,24,100,2,9.7,Private,Urban,Yes,No,Low,High,20,Female,Low,Primary,3
236,13,79,5,8.8,Public,Rural,Yes,Yes,Medium,Low,17,Female,High,Tertiary,1
137,29,99,3,11.9,Public,Urban,Yes,Yes,Medium,Low,21,Female,Medium,Primary,1
223,7,88,4,2.2,Public,Urban,No,Yes,High,Low,19,Male,Medium,Secondary,1
232,18,71,4,5.5,Private,Urban,Yes,No,Low,Medium,21,Male,Medium,Secondary,1
236,24,86,3,9.2,Public,Urban,Yes,Yes,Medium,High,21,Female,Low,Primary,3
195,25,95,2,12.0,Private,Rural,Yes,Yes,Low,Low,19,Male,Low,Secondary,1
161,33,80,2,10.7,Public,Rural,Yes,Yes,Medium,High,18,Male,Low,Secondary,5
167,2,70,1,7.9,Public,Urban,Yes,Yes,High,Medium,22,Female,High,Tertiary,1
149,13,81,3,2.6,Public,Urban,Yes,No,Medium,Medium,20,Female,High,Tertiary,1
139,0,74,2,17.4,Public,Rural,No,No,Medium,Low,21,Male,Low,Tertiary,1
184,21,90,3,6.5,Public,Rural,Yes,Yes,Low,Medium,22,Male,Medium,Tertiary,1
154,20,90,4,4.4,Private,Urban,Yes,Yes,Medium,High,15,Male,Low,Secondary,1
209,37,76,2,17.2,Public,Urban,No,Yes,Medium,High,18,Female,High,Tertiary,4
117,16,74,2,11.5,Public,Rural,No,Yes,Low,Medium,17,Female,Low,Primary,2
183,30,92,3,15.3,Public,Urban,No,Yes,High,Medium,20,Male,Medium,Tertiary,2
181,25,77,1,7.7,Public,Rural,No,Yes,Low,Low,16,Male,Medium,Secondary,4
213,19,76,2,11.4,Public,Rural,Yes,Yes,Medium,High,18,Male,Medium,Tertiary,1
194,8,74,1,10.4,Public,Rural,No,No,Medium,High,19,Male,Low,Secondary,1
319,34,97,3,10.5,Private,Urban,Yes,Yes,High,Medium,15,Female,High,Tertiary,3
146,4,85,3,6.6,Public,Urban,Yes,Yes,Low,High,17,Female,High,Tertiary,1
108,26,74,3,9.5,Public,Urban,No,Yes,Low,Low,22,Male,Low,Unknown,1
126,14,81,2,9.3,Public,Rural,No,No,High,Low,15,Female,Medium,Secondary,2
118,26,95,2,9.8,Public,Urban,No,No,Low,Medium,15,Male,Medium,Primary,2
225,19,78,2,6.5,Public,Rural,No,No,Medium,Medium,15,Male,Low,Primary,1
125,18,63,2,11.9,Public,Urban,No,No,Low,Medium,22,Female,High,Secondary,1
248,28,93,5,0.5,Private,Urban,Yes,Yes,Medium,Medium,21,Male,Medium,Secondary,2
152,17,82,4,16.5,Public,Rural,Yes,No,Medium,Low,19,Male,Low,Unknown,1
232,20,81,3,18.2,Public,Rural,Yes,Yes,High,Medium,16,Male,Medium,Secondary,1
116,18,87,2,19.9,Public,Urban,Yes,No,Low,Medium,22,Male,Medium,Tertiary,2
175,11,92,2,20.0,Private,Urban,Yes,Yes,High,Low,22,Female,Medium,Primary,1
162,8,63,2,6.7,Private,Rural,Yes,Yes,Medium,Medium,18,Female,Medium,Primary,1
148,29,76,3,7.4,Public,Urban,Yes,No,Medium,Medium,19,Female,Medium,Primary,2
198,28,100,2,3.6,Public,Rural,No,Yes,Medium,High,21,Male,High,Tertiary,2
199,22,91,4,15.1,Private,Rural,Yes,Yes,High,Low,21,Male,Medium,Unknown,1
106,29,86,4,6.9,Public,Urban,Yes,Yes,Medium,Low,20,Female,Low,Primary,3
199,19,97,3,9.4,Public,Urban,No,No,Low,High,16,Male,Medium,Tertiary,3
160,30,84,2,9.3,Public,Rural,No,Yes,Medium,Low,17,Female,Low,Secondary,2
100,15,87,1,7.6,Public,Rural,No,Yes,Low,Medium,21,Male,Low,Tertiary,1
209,13,93,3,13.5,Private,Urban,No,Yes,High,Low,21,Male,High,Tertiary,1
215,40,92,2,0.0,Private,Urban,No,Yes,Low,High,22,Female,Low,Unknown,3
128,25,78,2,3.7,Public,Urban,No,Yes,Low,Medium,18,Female,Low,Unknown,1
105,13,82,3,13.4,Public,Urban,Yes,Yes,Low,High,21,Female,Medium,Primary,1
179,27,79,3,15.5,Public,Urban,Yes,Yes,Medium,Low,16,Male,High,Secondary,1
177,16,85,2,10.4,Public,Rural,Yes,No,Low,Medium,17,Female,Medium,Secondary,1
189,28,74,2,8.9,Public,Urban,No,Yes,Low,Medium,20,Male,Medium,Primary,2
132,0,74,2,5.0,Public,Rural,No,Yes,Medium,Medium,18,Male,Medium,Primary,1
144,8,80,1,16.3,Public,Urban,No,No,Low,Low,21,Male,High,Tertiary,1
166,28,75,2,8.6,Public,Urban,Yes,No,Low,Low,20,Female,High,Primary,3
125,13,76,1,18.3,Public,Urban,No,No,Medium,Low,17,Male,Medium,Tertiary,1
113,16,79,3,8.4,Public,Urban,Yes,Yes,High,Low,22,Female,Low,Primary,3
148,5,86,3,10.8,Private,Urban,No,Yes,Medium,Medium,22,Male,Medium,Secondary,1
143,34,91,3,0.4,Private,Urban,No,Yes,Medium,Low,22,Male,High,Tertiary,4
177,31,80,2,17.9,Public,Urban,No,Yes,Low,Medium,19,Female,Medium,Secondary,1
233,23,100,2,2.3,Public,Urban,Yes,Yes,High,Medium,22,Female,High,Tertiary,1
120,11,90,2,19.3,Public,Urban,No,Yes,Low,Low,17,Male,Low,Secondary,1
235,34,93,3,16.1,Private,Rural,No,No,Medium,Low,20,Female,Medium,Secondary,3
241,40,90,3,17.8,Private,Urban,No,Yes,Low,Low,21,Male,Medium,Unknown,5
178,29,88,2,8.7,Public,Rural,Yes,No,Medium,Medium,21,Male,Medium,Tertiary,1
180,40,96,4,15.9,Public,Urban,Yes,No,Medium,Medium,15,Female,Medium,Primary,3
101,5,91,2,17.7,Public,Urban,Yes,No,High,Medium,21,Male,Medium,Primary,1
245,18,100,5,8.2,Public,Rural,Yes,Yes,Low,High,19,Male,High,Tertiary,1
111,4,81,3,8.4,Public,Rural,No,Yes,Medium,Low,17,Female,Low,Primary,1
199,26,91,4,9.5,Private,Rural,Yes,Yes,Medium,High,19,Female,Medium,Primary,2
182,22,98,2,10.7,Public,Rural,Yes,No,Low,Medium,18,Female,Low,Tertiary,2
105,12,74,3,1.4,Public,Rural,Yes,Yes,Medium,Low,15,Male,Low,Secondary,1
199,29,83,2,9.0,Private,Urban,Yes,No,High,High,15,Male,Medium,Secondary,1
211,34,87,1,5.5,Public,Urban,Yes,Yes,Medium,High,17,Female,High,Tertiary,5
